Sentence,ProteinName,UniProtId,PhenotypeName,HPOId,type,Label
"We further show that recombinant AAV serotype 1 (rAAV1) transduces ECs of pathologic vessels, and that editing of genomic PROT locus using rAAV1-mediated CRISPR/Cas9 abrogates angiogenesis in the mouse models of oxygen-induced PHENO and laser-induced choroid neovascularization.",VEGFR2,P35968,retinopathy,HP:0000488,abs,Good-CoM
"The four biomarkers (PROT/neu, EGFR, EpCAM, and mucin-1) detected CTCs in all 20 ovarian PHENO patients, whereas CellSearch performed on samples from those same patients only found CTCs in five.",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
PROT was significant when comparing abundance levels in control samples (235.95  g/ml) to stage IV PHENO (319.08  g/ml).,Fibronectin,P02751,breast cancer,HP:0003002,ft,Good-CoM
A combination of digital rectal examination and PROT level analysis (PSAT and PSAR) represents a screening method that greatly helps in early detection of prostate PHENO and in that way allows a prompt action of the clinician.,PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Furthermore, although some animal experiments targeting adhesion molecules mediating the multi-step PMN migration across inflamed microvessels have shown reduced infarct size [25], clinical trials targeting PMN adhesion to endothelial ICAM-1 [9, 36, 47] or aiming at preventing PMN infiltration into the brain by neutralizing the  M 2-integrin (CD11b/PROT) [54] have failed to alleviate PHENO severity, suggesting that the mode of PMN action requires reassessment.",CD18,P05107,stroke,HP:0001297,ft,Good-CoM
"Increased PROT-P and eIF2 -P have been reported in postmortem analyses of brains from patients with Alzheimer s disease (AD), Parkinson s disease (PD) and the tauopathies Progressive Supranuclear Palsy (PSP) and PHENO (FTD), as well as in prion disease [3, 15, 16, 37, 38].",PERK,Q9NZJ5,Frontotemporal Dementia,HP:0002145,ft,Good-CoM
"Although PROT expression has not been documented so far to be increased in any malignancy, PKR levels and/or activity have been reported to be elevated in PHENO [35], melanoma and colon cancer cell lines [36] and hematological malignancies [37], raising the possibility that these cancers might be good candidates for treatment with these agents.",GCN2,Q9P2K8,breast cancer,HP:0003002,ft,Bad-CoM
"For instance, a protein complex of SCRIB, NOS1AP and VANGL1 is associated with breast PHENO progression [10], TWIST/Mi2/NuRD protein complex has an essential role in cancer metastasis [11], aberrant protein complex consisting of prostaglandin-d-synthase (PROT) and transthyretin (TTR) is a biomarker of Alzheimer s disease [12].",PDS,O43511,cancer,HP:0002664,ft,Good-CoM
Early-onset AD with movement disorders such as parkinsonism or PHENO and/or psychiatric features such as hallucinations and psychosis may be seen with PS1 and PROT mutations [23].,PS2,P49810,myoclonus,HP:0001336,ft,Good-CoM
"The cancer-related action mechanism of SPARC varies depending on the tumor type, and PROT is known to be more severely expressed in the stroma around the tumor than in the PHENO cell.",SPARC,P09486,tumor,HP:0002664,ft,Good-CoM
"Borrowing from the successful clinical experience with TNF antagonism in PHENO and Crohn's disease, anti-BLyS monoclonal antibody and/or fusion proteins between any of the three known BLyS receptors (BCMA; PROT; BAFFR) and the Fc portion of IgG could bind and neutralize circulating BLyS.",TACI,O14836,rheumatoid arthritis,HP:0001370,ft,Good-CoM
"PROT is overexpressed in fibrosis, arthritis and PHENO; thus, an understanding of how to control CCN2 expression is likely to have importance in developing therapies to combat these pathologies.",CCN2,P29279,cancer,HP:0002664,ft,Good-CoM
"CCN2 is overexpressed in fibrosis, arthritis and PHENO; thus, an understanding of how to control PROT expression is likely to have importance in developing therapies to combat these pathologies.",CCN2,P29279,cancer,HP:0002664,ft,Good-CoM
"More recently, IL-1 inhibition has also been shown to be effective in another PROT (TNF-receptor associated periodic syndrome or TRAPS) as well as in other conditions such as systemic juvenile idiopathic arthritis and recurrent idiopathic PHENO.",AID,Q9GZX7,pericarditis,HP:0001701,ft,Good-CoM
"Based on the preexisting evidence for the impact of TNF  in the pathogenesis of autoimmune disorders and their known association with an acquired PHENO, we investigated the effects of TNF  and the role of the TNF receptor subtypes PROT and TNFR2 for arteriolar thrombosis in vivo.",TNFR1,P19438,hypercoagulability,HP:0100724,ft,Bad-CoM
"PROT produced by infiltrating active T cells and macrophages was highly detectable in the synovial tissues of subjects with active rheumatoid PHENO (RA) [2,3].",RANKL,O14788,arthritis,HP:0001369,ft,Good-CoM
"Etoposide treatment stimulated CKI-dependent phosphorylation of specific TMPRSS2-ERG fusions with a masked SPOP-binding site, and wild-type ERG restored SPOP-binding and degradation of PROT in prostate PHENO cells.",ERG,Q12809,cancer,HP:0002664,ft,Good-CoM
"Improvement in PHENO has not been assessed only on the basis of fasting blood sugar parameter but improvement in allthe chief and associated complaints; decrease in fasting and postprandial blood sugar and serum PROT levels including decrease in serum cholesterol, serum triglyceride and increase in serum HDL have also been taken as criteria for assessment.",Insulin,P01308,diabetes mellitus,HP:0000819,ft,Good-CoM
Our results suggested a possible functional role of PROT in the pathogenesis of schizophrenia and confirmed the utility of peripheral blood samples for molecular profiling of PHENO including schizophrenia.,FEZ1,Q9Y250,psychiatric disorders,HP:0000708,ft,Good-CoM
"Furthermore, higher PROT levels are associated with the risk of PHENO, highgrade disease, tumor stage, and the presence of metastatic disease.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Although correlation of immunoassay results with that of antibody array results was poor (R2 = 0.375), the expression level of PROT in HCC (median = 651 pg/ml) was significantly higher than that in the PHENO group (median = 575 pg/ml) (p = 0.025) (Fig.",CTNNB,P35222,hepatitis,HP:0012115,ft,Good-CoM
"However, the association between PROT status and prognosis in PHENO remains controversial.",HER2,P04626,gastric cancer,HP:0012126,ft,Bad-CoM
"Over-expression of PROT has been also reported in lymphoma [27, 28] and cancer types other than haematological malignancies, such as breast cancer [29], testicular PHENO [30, 31] and hepatocarcinoma [32].",HLXB9,P50219,cancer,HP:0002664,ft,Good-CoM
"Furthermore, full-length OPG possesses PROT-and TRAIL-independent biological properties, mainly related to the promotion of endothelial cell survival as well as angiogenesis and metastasis of breast PHENO, ameloblastomas, and multiple myeloma (Holen et al., 2002; Shipman and Croucher, 2003; Zauli et al., 2009).",RANKL,O14788,cancer,HP:0002664,ft,Good-CoM
"In conclusion, miR-34a may act as a potential tumour suppressor in gastric cancer and is associated with the mechanisms of gastric cancer metastasis; miR-34a can inhibit gastric PHENO tumourigenesis by targeting PROT and MET through the PI3K (phosphoinositide 3-kinase)/Akt pathway.",PDGFR,P09619,cancer,HP:0002664,ft,Good-CoM
"Still, activating mutations have rarely been identified in HRAS1, PROT or NRAS in human PHENO [10-12].",KRAS2,P01116,neuroblastoma,HP:0003006,ft,Good-CoM
The absence of PROT did not impair tumor development but was associated with the absence of PHENO invasion into muscle.,MIF,P03971,tumor,HP:0002664,ft,Good-CoM
Half of PHENO cell lines expressed PROT.,Nectin-4,Q96NY8,ovarian tumor,HP:0100615,ft,Good-CoM
"Although an appropriate dietary intervention reproducing the prominent anti-HER2 features of EVOO polyphenolsmust be carried out in human pilot studies in the future, it is reasonable to suggest that parental and/or semi-synthetic derivatives of EVOO lignans and secoiridoids might represent previously unrecognized diet-based therapeutic strategies capable to successfully prevent and/or treat PROT-driven natural history of breast PHENO disease.",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"siRNA-induced depletion of HER2 protein protects breast PHENO cells against EVOO-induced cell growth inhibition, thus suggesting that EVOO polyphenols should interact necessarily with the PROT protein itself to trigger their mechanism of action; 3.)",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"However, the BCR-ABL and PDGF pathways inhibited by gleevec is down-regulated in metastasizing tumors according to our analysis, which might indicate that inhibition of PROT is not relevant for treatment of PHENO.",ABL,P00519,breast cancer,HP:0003002,ft,Good-CoM
RT-PCR was used to measure the levels of c-Met and PROT mRNA in 18 snap-frozen human embryonal PHENO specimens (14 medulloblastoma and 4 peripheral neuroectodermal tumors (PNET)).,DR5,O14763,tumor,HP:0002664,ft,Bad-CoM
"Thus, there appears to be something distinctive about PHENO and glioma cells, and possibly a number of cancer cell types (ovarian, prostate, meninges) that are susceptible to PROT antagonists [2].",ETRB,P24530,melanoma,HP:0002861,ft,Good-CoM
Contamination or enrichment of tumor samples by cells without PROT mutation (normal and/or neoplastic) is obviously causing difficulties in P53 mutation detection during colorectal PHENO DNA analysis.,P53,P04637,cancer,HP:0002664,ft,Bad-CoM
"Negative immunostaining for ER, PR, p53, PROT and HCCR-1 in PHENO (bottom panel).",HER2,P04626,breast carcinoma,HP:0003002,ft,Bad-CoM
"In 1998, Trastuzumab (marketed as Herceptin, Genentech, San Francisco, California, USA) was approved for the targeted therapy of PROT-overexpressing metastatic PHENO patients by the Food and Drug Administration (FDA) of the USA, and it has also recently been shown to be very effective in the adjuvant setting [2].",HER2,P04626,breast cancer,HP:0003002,ft,Good-CoM
"Regulation of VEGF-C and PROT in prostate PHENO metastasis was studied using orthotopic PC-3 prostate tumors, which naturally express VEGF-C.",VEGFR3,P35916,cancer,HP:0002664,ft,Bad-CoM
"Cox proportional regression model (SAS 9.1.3) was used to assess the association of interest, as well to adjust the potential confounders of age, PHENO marker (CEA, CA 15.3), ER and PROT status, and visceral metastasis.",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"Since SW480 CRC xenografts contained significantly lower proportions of PROT positive vessels (compared to malignant melanoma), we predicted that superior anti-tumor responses to LMD CTX would occur in WM239 malignant PHENO xenografts.",VEGFR2,P35968,melanoma,HP:0002861,ft,Good-CoM
"PROT, the protein product of the HRPT2 PHENO suppressor gene, has been reported to be downregulated in a variety of tumors [17,25], and a role has been assigned to it in the Wnt signaling pathway [26].",Parafibromin,Q6P1J9,tumor,HP:0002664,ft,Good-CoM
who demonstrated that inhibition of PI3K and mTOR are required for the growth inhibitory effects of HER2 antagonists in PROT overexpressing breast PHENO and that inhibition of mTOR is an effective therapeutic strategy in TZ resistant breast cancer models [48].,HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"Death receptor signaling (3.87E-19), PROT signaling, induction of apoptosis by HIV1, apoptosis signaling and molecular mechanisms of PHENO came out to be the top four most significant pathways.",TNFR1,P19438,cancer,HP:0002664,ft,Good-CoM
We have previously demonstrated that PROT is hypermethylated in PHENO tissues and that CST6 promoter methylation provides important prognostic information in patients with operable breast cancer [26].,CST6,P04080,breast cancer,HP:0003002,ft,Good-CoM
"Clinically, high PROT levels in metastatic PHENO were found to be associated with faster disease recurrence.",MIF,P03971,melanoma,HP:0002861,ft,Good-CoM
"Kaplan Meier curves showing PHENO-specific survival (BCSS) in relation to high (solid line) and low (dotted line) expression of Ki67 (a), MCM2 (c) and PROT (e).",Geminin,O75496,breast cancer,HP:0003002,ft,Bad-CoM
We observed high levels of osteoprotegerin (PROT) secretion from the primary inflammatory ductal carcinoma SUM149PT cells and highly invasive ductal PHENO SUM1315MO2 cells when compared to primary human mammary epithelial cells (HMEC).,OPG,O00300,breast carcinoma,HP:0003002,ft,Good-CoM
"It may be speculated that patients with atrial fibrillation more often have an impaired LV GLS since atrial fibrillation is associated with increased plasma concentrations of NP s [27], but why PROT s are increased in atrial fibrillation is unknown, and exclusion of some patients with PHENO will probably not result in selection bias.",NP,P00491,atrial fibrillation,HP:0005110,ft,Good-CoM
PROT-silencing sensitizes BT-20 PHENO cells to ascorbic acid mediated cell death.,Catalase,P04040,breast carcinoma,HP:0003002,ft,Good-CoM
"The major biomarker for prostate PHENO diagnosis is prostate specific antigen (PSA), however, the sensitivity and specificity of the PROT assay is limited [2].",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Compared with untargeted HER2/neu DNA vaccines, vaccination with scFvNLDC-145-PROT/neu markedly promoted the HER2/neu-specific cellular and humoral immune responses with long-lasting immune memory, resulting in effective protection against challenge of HER2/neu-positive D2F2/E2 breast PHENO while ineffective in parental HER2/neu-negative D2F2 breast tumor.",HER2,P04626,tumor,HP:0002664,ft,Good-CoM
"Taken together, these results clearly indicated that PROT makes PHENO cells more sensitive to the growth suppressive effects of PEITC.",HER2,P04626,breast cancer,HP:0003002,ft,Good-CoM
"Examples of cancer biomarkers routinely used in the clinic include  -fetoprotein (AFP) for diagnostics and management of testicular cancer [27], MUC16 (cancer antigen 125 or CA-125) for ovarian cancer [28], ERBB2 (PROT) protein for breast PHENO [29], and prostate specific antigen for prostate cancer [30].",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"In accordance with the findings, in our analysis of pathway enrichment of MAGs for breast cancer, cell cycle, PROT and T cell signaling pathways were significantly dysregulated in breast PHENO.",HIF1,Q9BYW2,cancer,HP:0002664,ft,Good-CoM
"Regarding the data of age at onset of the Thai SCA6 patients together with a high frequency of prominent PHENO, nystagmus and saccadic abnormalities, it is difficult to clinically distinguish SCA6 from MJD, PROT and SCA2.",SCA1,P54253,pyramidal signs,HP:0007256,ft,Bad-CoM
